Starting log for run db2csv_no_beam_21_c20_all300
		JOIN visit AS t2 ON t1.id = t2.visitor_id
		ORDER BY t2.num_of_ticket DESC
		LIMIT 1

	              name  age
	0  Guti Midfielder   54
	ACTUAL OUTPUT ====

		
		SELECT name,
		       age
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT LHS.id AS id,
		                LHS.name AS name,
		                LHS.level_of_membership AS level_of_membership,
		                LHS.age AS age,
		                RHS.museum_id AS museum_id,
		                RHS.visitor_id AS visitor_id,
		                RHS.num_of_ticket AS num_of_ticket,
		                RHS.total_spent AS total_spent
		         FROM `visitor` AS LHS
		         CROSS JOIN `visit` AS RHS)
		      ORDER BY name)
		   LIMIT 1)

	           name  age
	0  Arjen Robben   54
Wrong output for ground truth in instance db2csv/museum_visit/0007_dev (4342)
Wrong output for fuzzied solution in instance db2csv/museum_visit/0015_dev (4343)
	EXPECTED OUTPUT ====

		SELECT sum(t2.Total_spent)
		FROM visitor AS t1
		JOIN visit AS t2 ON t1.id = t2.visitor_id
		WHERE t1.Level_of_membership = 1

	   sum(t2.total_spent)
	0              2221.16
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT SUM(total_spent) OVER () AS sum_t2_total_spent_
		FROM
		  (SELECT id,
		          name,
		          level_of_membership,
		          age,
		          museum_id,
		          num_of_ticket,
		          total_spent,
		          id AS visitor_id
		   FROM
		     (SELECT LHS.id AS id,
		             LHS.name AS name,
		             LHS.level_of_membership AS level_of_membership,
		             LHS.age AS age,
		             RHS.museum_id AS museum_id,
		             RHS.num_of_ticket AS num_of_ticket,
		             RHS.total_spent AS total_spent
		      FROM
		        (SELECT *
		         FROM `visitor`
		         WHERE (level_of_membership <= 1)) AS LHS
		      INNER JOIN `visit` AS RHS ON (LHS.id = RHS.visitor_id)))
		ORDER BY sum_t2_total_spent_

	   sum_t2_total_spent_
	0              2961.54
Wrong output for ground truth in instance db2csv/museum_visit/0010_dev (4344)
Wrong output for fuzzied solution in instance db2csv/real_estate_properties/0003_dev (4346)
	EXPECTED OUTPUT ====

		SELECT T2.property_type_description
		FROM Properties AS T1
		JOIN Ref_Property_Types AS T2 ON T1.property_type_code = T2.property_type_code
		GROUP BY T1.property_type_code

	   property_type_description
	0             Field, Meadow.
	1             Field, Meadow.
	2             Field, Meadow.
	3             Field, Meadow.
	4             Field, Meadow.
	5        Field, Meadow.B6nZC
	6   Other, to be determined.
	7   Other, to be determined.
	8   Other, to be determined.
	9   Other, to be determined.
	10      RfyField, Meadow.vho
	11       Shop, Retail Outlet
	ACTUAL OUTPUT ====

		
		SELECT property_type_description
		FROM `ref_property_types`
		ORDER BY property_type_description

	        property_type_description
	0       2mzI8Shop, Retail Outlet.
	1       FBNNPShop, Retail Outlet.
	2                   Field, Meadow
	3                  Field, Meadow.
	4                  Field, Meadow.
	5                  Field, Meadow.
	6                  Field, Meadow.
	7                  Field, Meadow.
	8                  Field, Meadow.
	9                  Field, Meadow.
	10                 Field, Meadow.
	11                 Field, Meadow.
	12                 Field, Meadow.
	13                 Field, Meadow.
	14            Field, Meadow.4MoFo
	15            Field, Meadow.B6nZC
	16            Field, Meadow.jfNTN
	17       Other, to be determined.
	18       Other, to be determined.
	19       Other, to be determined.
	20       Other, to be determined.
	21       Other, to be determined.
	22       Other, to be determined.
	23       Other, to be determined.
	24       Other, to be determined.
	25       Other, to be determined.
	26  Other, to be determined.1MYfd
	27           RfyField, Meadow.vho
	28            Shop, Retail Outlet
	29           Shop, Retail Outlet.
	30           Shop, Retail Outlet.
	31           XDWField, Meadow.nxS
	32           bCrField, Meadow.icr
	33                  ield, Meadow.
	34  ow(T2Other, to be determined.
	35        ther, to be determined.
No solution for instance db2csv/real_estate_properties/0004_dev (4349)
Wrong output for fuzzied solution in instance db2csv/flight_2/0027_dev (4350)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS
		WHERE DestAirport = "ATO"

	   count(*)
	0         4
	ACTUAL OUTPUT ====

		
		SELECT n AS count___
		FROM
		  (SELECT COUNT() AS n
		   FROM
		     (SELECT *
		      FROM
		        (SELECT destairport,
		                flightno,
		                COUNT(DISTINCT destairport) AS n_distinct
		         FROM `flights`
		         GROUP BY destairport,
		                  flightno) AS LHS
		      WHERE NOT EXISTS
		          (SELECT 1
		           FROM `flights` AS RHS
		           WHERE (LHS.destairport = RHS.destairport
		                  AND LHS.flightno = RHS.flightno) )))
		ORDER BY count___

	   count___
	0         0
No solution for instance db2csv/flight_2/0060_dev (4351)
Wrong output for fuzzied solution in instance db2csv/flight_2/0063_dev (4352)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		HAVING count(*) > 10

	              airline
	0  Northwest Airlines
	ACTUAL OUTPUT ====

		
		SELECT airline
		FROM
		  (SELECT LHS.uid AS UID,
		          LHS.airline AS airline,
		          LHS.abbreviation AS abbreviation,
		          LHS.country AS country,
		          LHS.n AS n
		   FROM
		     (SELECT LHS.uid AS UID,
		             LHS.airline AS airline,
		             LHS.abbreviation AS abbreviation,
		             LHS.country AS country,
		             RHS.n AS n
		      FROM `airlines` AS LHS
		      CROSS JOIN
		        (SELECT COUNT() AS n
		         FROM `flights`) AS RHS) AS LHS
		   INNER JOIN
		     (SELECT *
		      FROM
		        (SELECT COUNT() AS n
		         FROM `flights`)
		      WHERE (n != 10)) AS RHS ON (LHS.n = RHS.n))
		ORDER BY airline

	                     airline
	0       2YNDelta AirlinesrY1
	1              Delta Airline
	2             Delta Airlines
	3        Delta Airlines0FD2H
	4        Delta AirlinesJITas
	5   M0hNorthwest Airlinestmv
	6         Northwest Airlines
	7         Northwest Airlines
	8         Northwest Airlines
	9            United Airlines
	10             elta Airlines
	11             elta Airlines
	12      g(hakUnited Airlines
No solution for instance db2csv/flight_2/0058_dev (4354)
No solution for instance db2csv/flight_2/0033_dev (4356)
Wrong output for fuzzied solution in instance db2csv/flight_2/0039_dev (4357)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T2.Airline = T1.uid
		WHERE T1.Airline = "United Airlines"
		  AND T2.SourceAirport = "AHD"

	   count(*)
	0         1
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT `n_distinct` AS `count___`
		FROM
		  (SELECT `LHS`.`uid` AS `uid`,
		          `LHS`.`airline` AS `airline`,
		          `LHS`.`abbreviation` AS `abbreviation`,
		          `LHS`.`country` AS `country`,
		          `RHS`.`n_distinct` AS `n_distinct`
		   FROM `airlines` AS `LHS`
		   CROSS JOIN
		     (SELECT COUNT(DISTINCT `airline`) AS `n_distinct`
		      FROM `flights`
		      WHERE (`airline` = 'United Airlines')) AS RHS)
		ORDER BY count___

	   count___
	0         0
No solution for instance db2csv/flight_2/0029_dev (4358)
Wrong output for fuzzied solution in instance db2csv/flight_2/0054_dev (4359)
	EXPECTED OUTPUT ====

		SELECT T1.Abbreviation,
		       T1.Country
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		ORDER BY count(*)
		LIMIT 1

	  abbreviation country
	0       Virgin     USA
	ACTUAL OUTPUT ====

		
		SELECT abbreviation,
		       country
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT LHS.uid AS UID,
		                LHS.airline AS airline,
		                LHS.abbreviation AS abbreviation,
		                LHS.country AS country,
		                RHS.n AS n
		         FROM `airlines` AS LHS
		         CROSS JOIN
		           (SELECT COUNT() AS n
		            FROM `flights`) AS RHS)
		      ORDER BY airline)
		   LIMIT 1)

	  abbreviation   country
	0   I(96ODelta  6Q3c9USA
No solution for instance db2csv/flight_2/0048_dev (4360)
Wrong output for fuzzied solution in instance db2csv/flight_2/0037_dev (4361)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T2.Airline = T1.uid
		WHERE T1.Airline = "United Airlines"
		  AND T2.DestAirport = "ASY"

	   count(*)
	0         1
	ACTUAL OUTPUT ====

		
		SELECT `n_distinct` AS `count___`
		FROM
		  (SELECT COUNT(DISTINCT `airline`) AS `n_distinct`
		   FROM
		     (SELECT `uid`,
		             `uid` AS `airline`,
		             `abbreviation`,
		             `country`,
		             `flightno`,
		             `sourceairport`,
		             `destairport`
		      FROM
		        (SELECT `LHS`.`uid` AS `uid`,
		                `LHS`.`airline` AS `airline`,
		                `LHS`.`abbreviation` AS `abbreviation`,
		                `LHS`.`country` AS `country`,
		                `RHS`.`flightno` AS `flightno`,
		                `RHS`.`sourceairport` AS `sourceairport`,
		                `RHS`.`destairport` AS `destairport`
		         FROM `airlines` AS `LHS`
		         INNER JOIN
		           (SELECT *
		            FROM `flights`
		            WHERE (`airline` = 'United Airlines')) AS RHS ON (LHS.uid = RHS.airline))))
		ORDER BY count___

	   count___
	0         0
Wrong output for base solution in instance db2csv/flight_2/0012_dev (4362)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRPORTS

	   count(*)
	0       100
	ACTUAL OUTPUT ====

		
		SELECT n AS count___
		FROM
		  (SELECT countryabbrev,
		          COUNT() AS n
		   FROM `airports`
		   GROUP BY countryabbrev)
		ORDER BY count___

	   count___
	0         1
	1        99
Wrong output for fuzzied solution in instance db2csv/flight_2/0038_dev (4363)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T2.Airline = T1.uid
		WHERE T1.Airline = "United Airlines"
		  AND T2.DestAirport = "ASY"

	   count(*)
	0         1
	ACTUAL OUTPUT ====

		
		SELECT `n_distinct` AS `count___`
		FROM
		  (SELECT COUNT(DISTINCT `airline`) AS `n_distinct`
		   FROM
		     (SELECT `uid`,
		             `uid` AS `airline`,
		             `abbreviation`,
		             `country`,
		             `flightno`,
		             `sourceairport`,
		             `destairport`
		      FROM
		        (SELECT `LHS`.`uid` AS `uid`,
		                `LHS`.`airline` AS `airline`,
		                `LHS`.`abbreviation` AS `abbreviation`,
		                `LHS`.`country` AS `country`,
		                `RHS`.`flightno` AS `flightno`,
		                `RHS`.`sourceairport` AS `sourceairport`,
		                `RHS`.`destairport` AS `destairport`
		         FROM `airlines` AS `LHS`
		         INNER JOIN
		           (SELECT *
		            FROM `flights`
		            WHERE (`airline` = 'United Airlines')) AS RHS ON (LHS.uid = RHS.airline))))
		ORDER BY count___

	   count___
	0         0
Wrong output for fuzzied solution in instance db2csv/flight_2/0036_dev (4364)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRLINES AS T2 ON T1.Airline = T2.uid
		WHERE T2.Airline = "JetBlue Airways"

	   count(*)
	0         0
	ACTUAL OUTPUT ====

		
		SELECT `n` AS `count___`
		FROM
		  (SELECT `uid`,
		          COUNT() AS `n`
		   FROM
		     (SELECT `uid`,
		             `uid` AS `airline`,
		             `abbreviation`,
		             `country`,
		             `flightno`,
		             `sourceairport`,
		             `destairport`
		      FROM
		        (SELECT `LHS`.`uid` AS `uid`,
		                `LHS`.`airline` AS `airline`,
		                `LHS`.`abbreviation` AS `abbreviation`,
		                `LHS`.`country` AS `country`,
		                `RHS`.`flightno` AS `flightno`,
		                `RHS`.`sourceairport` AS `sourceairport`,
		                `RHS`.`destairport` AS `destairport`
		         FROM
		           (SELECT *
		            FROM `airlines`
		            WHERE (`airline` = 'JetBlue Airways')) AS LHS
		         INNER JOIN `flights` AS RHS ON (LHS.uid = RHS.airline)))
		   GROUP BY UID)
		ORDER BY count___

	Empty DataFrame
	Columns: [count___]
	Index: []
Wrong output for fuzzied solution in instance db2csv/flight_2/0053_dev (4366)
	EXPECTED OUTPUT ====

		SELECT T1.Abbreviation,
		       T1.Country
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		ORDER BY count(*)
		LIMIT 1

	  abbreviation country
	0       Virgin     USA
	ACTUAL OUTPUT ====

		
		SELECT abbreviation,
		       country
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM
		        (SELECT LHS.uid AS UID,
		                LHS.airline AS airline,
		                LHS.abbreviation AS abbreviation,
		                LHS.country AS country,
		                RHS.n AS n
		         FROM `airlines` AS LHS
		         CROSS JOIN
		           (SELECT COUNT() AS n
		            FROM `flights`) AS RHS)
		      ORDER BY airline)
		   LIMIT 1)

	  abbreviation   country
	0   I(96ODelta  6Q3c9USA
No solution for instance db2csv/flight_2/0078_dev (4367)
No solution for instance db2csv/flight_2/0034_dev (4369)
No solution for instance db2csv/flight_2/0073_dev (4370)
No solution for instance db2csv/flight_2/0061_dev (4371)
Wrong output for fuzzied solution in instance db2csv/flight_2/0064_dev (4372)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		HAVING count(*) > 10

	              airline
	0  Northwest Airlines
	ACTUAL OUTPUT ====

		
		SELECT airline
		FROM
		  (SELECT LHS.uid AS UID,
		          LHS.airline AS airline,
		          LHS.abbreviation AS abbreviation,
		          LHS.country AS country,
		          LHS.n AS n
		   FROM
		     (SELECT LHS.uid AS UID,
		             LHS.airline AS airline,
		             LHS.abbreviation AS abbreviation,
		             LHS.country AS country,
		             RHS.n AS n
		      FROM `airlines` AS LHS
		      CROSS JOIN
		        (SELECT COUNT() AS n
		         FROM `flights`) AS RHS) AS LHS
		   INNER JOIN
		     (SELECT *
		      FROM
		        (SELECT COUNT() AS n
		         FROM `flights`)
		      WHERE (n >= 10)) AS RHS ON (LHS.n = RHS.n))
		ORDER BY airline

	                     airline
	0       2YNDelta AirlinesrY1
	1              Delta Airline
	2             Delta Airlines
	3        Delta Airlines0FD2H
	4        Delta AirlinesJITas
	5   M0hNorthwest Airlinestmv
	6         Northwest Airlines
	7         Northwest Airlines
	8         Northwest Airlines
	9            United Airlines
	10             elta Airlines
	11             elta Airlines
	12      g(hakUnited Airlines
No solution for instance db2csv/flight_2/0043_dev (4373)
Wrong output for fuzzied solution in instance db2csv/flight_2/0042_dev (4375)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode
		JOIN AIRLINES AS T3 ON T3.uid = T1.Airline
		WHERE T2.City = "Aberdeen"
		  AND T3.Airline = "United Airlines"

	   count(*)
	0         1
	ACTUAL OUTPUT ====

		
		SELECT `n` AS `count___`
		FROM
		  (SELECT COUNT() AS `n`
		   FROM
		     (SELECT `country`
		      FROM `airlines` INTERSECT SELECT `country`
		      FROM
		        (SELECT `LHS`.`airline` AS `airline`,
		                `LHS`.`flightno` AS `flightno`,
