Starting log for run db2csv_beam_smbop_17_c20
	0       3705025700  3787042.0
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT `indepyear` AS `sum_population_`,
		                `maxgnp` AS `max_gnp_`
		FROM
		  (SELECT *
		   FROM
		     (SELECT `code`,
		             `name`,
		             `continent`,
		             `region`,
		             `surfacearea`,
		             `indepyear`,
		             `population`,
		             `lifeexpectancy`,
		             `gnp`,
		             `gnpold`,
		             `localname`,
		             `governmentform`,
		             `headofstate`,
		             `capital`,
		             `code2`,
		             MAX(`gnp`) OVER () AS `maxgnp`
		      FROM `country`
		      WHERE (`continent` = 'Asia')) AS LHS
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM country AS RHS
		        WHERE (LHS.indepyear = RHS.indepyear
		               AND LHS.localname = RHS.localname) ))
		ORDER BY sum_population_

	  sum_population_   max_gnp_
	0            None  3787042.0
No solution for instance db2csv/world_1/0097_dev (4610)
No solution for instance db2csv/world_1/0100_dev (4614)
Wrong output for fuzzied solution in instance db2csv/world_1/0091_dev (4615)
	EXPECTED OUTPUT ====

		SELECT COUNT(T2.Language),
		       T1.Name
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		GROUP BY T1.Name
		HAVING COUNT(*) > 2

	    count(t2.language)                    name
	0                    3           zech Republic
	1                    4     Czech RepublictDdnG
	2                    5                    Laos
	3                    5    ruGCzech Republicb1e
	4                    6    (YoCzech Republic8nt
	5                    6  V8RChristmas IslandX5o
	6                    6         hristmas Island
	7                    8     (E14UCzech Republic
	8                    8    0J2Czech RepublicQ9B
	9                   15        Christmas Island
	10                  26          Czech Republic
	ACTUAL OUTPUT ====

		
		SELECT n AS count_t2_language_,
		       name
		FROM
		  (SELECT LHS.countrycode AS countrycode,
		          LHS.n AS n,
		          RHS.name AS name,
		          RHS.continent AS continent,
		          RHS.region AS region,
		          RHS.surfacearea AS surfacearea,
		          RHS.indepyear AS indepyear,
		          RHS.population AS population,
		          RHS.lifeexpectancy AS lifeexpectancy,
		          RHS.gnp AS gnp,
		          RHS.gnpold AS gnpold,
		          RHS.localname AS localname,
		          RHS.governmentform AS governmentform,
		          RHS.headofstate AS headofstate,
		          RHS.capital AS capital,
		          RHS.code2 AS code2
		   FROM
		     (SELECT *
		      FROM
		        (SELECT countrycode,
		                COUNT() AS n
		         FROM countrylanguage
		         GROUP BY countrycode)
		      WHERE (n >= 3.0)) AS LHS
		   INNER JOIN country AS RHS ON (LHS.countrycode = RHS.code))
		ORDER BY count_t2_language_

	    count_t2_language_                    name
	0                    3           zech Republic
	1                    4        Christmas Island
	2                    4        Christmas Island
	3                    4          Czech Republic
	4                    4     Czech RepublictDdnG
	5                    5                    Laos
	6                    5    ruGCzech Republicb1e
	7                    6    (YoCzech Republic8nt
	8                    6        Christmas Island
	9                    6          Czech Republic
	10                   6  V8RChristmas IslandX5o
	11                   6         hristmas Island
	12                   7          Czech Republic
	13                   7          Czech Republic
	14                   8     (E14UCzech Republic
	15                   8    0J2Czech RepublicQ9B
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_11136.sqlite3'
Wrong output for fuzzied solution in instance db2csv/world_1/0007_dev (4618)
	EXPECTED OUTPUT ====

		SELECT Continent
		FROM country
		WHERE Name = "Anguilla"

	  continent
	0    Oceani
	ACTUAL OUTPUT ====

		
		SELECT `continent`
		FROM
		  (SELECT *
		   FROM `country`
		   WHERE (`localname` = 'Anguilla'))
		WHERE (`name` = 'Anguilla')
		ORDER BY continent

	Empty DataFrame
	Columns: [continent]
	Index: []
No solution for instance db2csv/world_1/0015_dev (4619)
No solution for instance db2csv/world_1/0044_dev (4621)
No solution for instance db2csv/world_1/0067_dev (4622)
No solution for instance db2csv/world_1/0086_dev (4623)
No solution for instance db2csv/world_1/0082_dev (4624)
No solution for instance db2csv/world_1/0056_dev (4625)
Wrong output for fuzzied solution in instance db2csv/world_1/0020_dev (4626)
	EXPECTED OUTPUT ====

		SELECT Name
		FROM country
		WHERE Continent = "Asia"
		ORDER BY LifeExpectancy
		LIMIT 1

	     name
	0  Latvia
	ACTUAL OUTPUT ====

		
		SELECT `name`
		FROM
		  (SELECT `code`,
		          `name`,
		          `continent`,
		          `region`,
		          `surfacearea`,
		          `indepyear`,
		          `population`,
		          `lifeexpectancy`,
		          `gnp`,
		          `gnpold`,
		          `localname`,
		          `governmentform`,
		          `headofstate`,
		          `capital`,
		          `code2`,
		          MIN(`lifeexpectancy`) OVER () AS `minlifeexpectancy`
		   FROM
		     (SELECT *
		      FROM `country`
		      WHERE (`continent` = 'Asia')))
		WHERE (minlifeexpectancy = lifeexpectancy)
		ORDER BY name

	      name
	0   Latvia
	1  Myanmar
Wrong output for fuzzied solution in instance db2csv/world_1/0025_dev (4627)
	EXPECTED OUTPUT ====

		SELECT sum(SurfaceArea)
		FROM country
		WHERE Continent = "Asia"
		  OR Continent = "Europe"

	   sum(surfacearea)
	0          92513.94
	ACTUAL OUTPUT ====

		
		SELECT `sumsurfacearea` AS `sum_surfacearea_`
		FROM
		  (SELECT SUM(`surfacearea`) AS `sumsurfacearea`
		   FROM
		     (SELECT *
		      FROM `country` AS `LHS`
		      WHERE NOT EXISTS
		          (SELECT 1
		           FROM
		             (SELECT *
		              FROM
		                (SELECT *
		                 FROM `country`
		                 WHERE (`continent` != 'Asia'))
		              WHERE (`continent` != 'Europe')) AS RHS
		           WHERE (LHS.population = RHS.population
		                  AND LHS.surfacearea = RHS.surfacearea) )))
		ORDER BY sum_surfacearea_

	   sum_surfacearea_
	0           2513.95
No solution for instance db2csv/world_1/0109_dev (4629)
No solution for instance db2csv/world_1/0115_dev (4631)
Wrong output for fuzzied solution in instance db2csv/world_1/0090_dev (4632)
	EXPECTED OUTPUT ====

		SELECT Name,
		       population,
		       HeadOfState
		FROM country
		ORDER BY SurfaceArea DESC
		LIMIT 1

	              name  population     headofstate
	0  0kcJnAntarctica    75967002  George W. Bush
	ACTUAL OUTPUT ====

		
		SELECT name,
		       population,
		       headofstate
		FROM
		  (SELECT LHS.code AS code,
		          LHS.name AS name,
		          LHS.continent AS continent,
		          LHS.region AS region,
		          LHS.surfacearea AS surfacearea,
		          LHS.indepyear AS indepyear,
		          LHS.population AS population,
		          LHS.lifeexpectancy AS lifeexpectancy,
		          LHS.gnp AS gnp,
		          LHS.gnpold AS gnpold,
		          LHS.localname AS localname,
		          LHS.governmentform AS governmentform,
		          LHS.headofstate AS headofstate,
		          LHS.capital AS capital,
		          LHS.code2 AS code2
		   FROM country AS LHS
		   INNER JOIN
		     (SELECT MAX(surfacearea) AS maxsurfacearea
		      FROM country) AS RHS ON (LHS.surfacearea = RHS.maxsurfacearea))
		ORDER BY name

	                   name  population                         headofstate
	0  XpcAmerican SamoazBz    10235998                     Bashar al-Assad
	1             Antarctic    10236000  Carlos Roberto Flores Facussé0kj9J
	2       0kcJnAntarctica    75967002                      George W. Bush
	3         Ekg5uTanzania   212107002                      ashar al-Assad
Wrong output for base solution in instance db2csv/world_1/0070_dev (4633)
	EXPECTED OUTPUT ====

		SELECT count(DISTINCT T2.Language)
		FROM country AS T1
		JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode
		WHERE IndepYear < 1930
		  AND T2.IsOfficial = "T"

	   count(distinct t2.language)
	0                           40
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count_distinct_t2_language_
		FROM
		  (SELECT COUNT(DISTINCT indepyear) AS n_distinct
		   FROM
		     (SELECT *
		      FROM country AS LHS
		      WHERE NOT EXISTS
		          (SELECT 1
		           FROM
		             (SELECT *
		              FROM country
		              WHERE (indepyear < 1930.0)) AS RHS
		           WHERE (LHS.gnp = RHS.gnp
		                  AND LHS.localname = RHS.localname) )))
		ORDER BY count_distinct_t2_language_

	   count_distinct_t2_language_
	0                           39
No solution for instance db2csv/world_1/0023_dev (4635)
No solution for instance db2csv/world_1/0108_dev (4639)
Wrong output for fuzzied solution in instance db2csv/network_1/0027_dev (4640)
	EXPECTED OUTPUT ====

		SELECT T2.name
		FROM Friend AS T1
		JOIN Highschooler AS T2 ON T1.student_id = T2.id
		GROUP BY T1.student_id
		HAVING count(*) >= 3

	           name
	0        Jordan
	1          Kris
	2          Kris
	3          Kris
	4      assandra
	5  nPfJordan jW
	6           ris
	7           ris
	ACTUAL OUTPUT ====

		
		SELECT name
		FROM
		  (SELECT LHS.id AS id,
		          LHS.name AS name,
		          LHS.grade AS grade,
		          RHS.n AS n
		   FROM highschooler AS LHS
		   INNER JOIN
		     (SELECT *
		      FROM
		        (SELECT student_id,
		                COUNT() AS n
		         FROM friend
		         GROUP BY student_id)
		      WHERE (n = 3.0)) AS RHS ON (LHS.id = RHS.student_id))
		ORDER BY name

	Empty DataFrame
	Columns: [name]
	Index: []
Wrong output for base solution in instance db2csv/network_1/0018_dev (4642)
	EXPECTED OUTPUT ====

	   grade
	0      9
	ACTUAL OUTPUT ====

		SELECT grade
		FROM Highschooler
		GROUP BY grade
		ORDER BY count(*) DESC
		LIMIT 1

	   grade
	0     12
Wrong output for ground truth in instance db2csv/network_1/0018_dev (4642)
No solution for instance db2csv/network_1/0033_dev (4643)
Wrong output for fuzzied solution in instance db2csv/network_1/0039_dev (4644)
	EXPECTED OUTPUT ====

		SELECT T2.name
		FROM Friend AS T1
		JOIN Highschooler AS T2 ON T1.student_id = T2.id INTERSECT
		SELECT T2.name
		FROM Likes AS T1
		JOIN Highschooler AS T2 ON T1.liked_id = T2.id

	          name
	0       Alexis
	1  AlexisjfNTN
	2  BY3I1Alexis
	3      Gabriel
	4          Kri
	5         Kris
	6         Kyle
	7    Kyle1MYfd
	8        lexis
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT name
		FROM
		  (SELECT LHS.student_id AS student_id,
		          LHS.liked_id AS liked_id,
		          RHS.name AS name,
		          RHS.grade AS grade
		   FROM likes AS LHS
		   INNER JOIN highschooler AS RHS ON (LHS.liked_id = RHS.id))
		ORDER BY name

	           name
	0        Alexis
	1   AlexisjfNTN
	2   BY3I1Alexis
	3       Gabriel
	4           Kri
	5          Kris
	6     Kriss(oUH
	7          Kyle
	8     Kyle1MYfd
	9     KyleVnmTn
	10   d8iKris2l7
	11        lexis
Wrong output for fuzzied solution in instance db2csv/network_1/0029_dev (4645)
	EXPECTED OUTPUT ====

		SELECT T3.name
		FROM Friend AS T1
		JOIN Highschooler AS T2 ON T1.student_id = T2.id
		JOIN Highschooler AS T3 ON T1.friend_id = T3.id
		WHERE T2.name = "Kyle"

	Empty DataFrame
	Columns: [name]
	Index: []
	ACTUAL OUTPUT ====

		
		SELECT `name`
		FROM
		  (SELECT *
		   FROM
		     (SELECT *
		      FROM `highschooler`
		      WHERE (`name` != 'Kyle')) AS LHS
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM
		          (SELECT id,
		                  name,
		                  grade,
		                  student_id,
		                  id AS friend_id
		           FROM
		             (SELECT LHS.id AS id,
		                     LHS.name AS name,
		                     LHS.grade AS grade,
		                     RHS.student_id AS student_id
		              FROM highschooler AS LHS
		              INNER JOIN friend AS RHS ON (LHS.id = RHS.friend_id))) AS RHS
		        WHERE (LHS.grade = RHS.grade
		               AND LHS.name = RHS.name) ))
		ORDER BY name

	          name
	0       2IrKFi
	1  2Z0dZsX2mzI
	2  BLNHSAndrew
	3    Cassandra
	4   Tz2JohnjJA
	5         yrd3
Wrong output for fuzzied solution in instance db2csv/network_1/0054_dev (4646)
	EXPECTED OUTPUT ====

		SELECT avg(grade)
		FROM Highschooler
		WHERE id IN
		    (SELECT T1.student_id
		     FROM Friend AS T1
		     JOIN Highschooler AS T2 ON T1.student_id = T2.id)

	   avg(grade)
	0        10.9
	ACTUAL OUTPUT ====

		
		SELECT meangrade AS avg_grade_
		FROM
		  (SELECT AVG(grade) AS meangrade
		   FROM
		     (SELECT *
		      FROM
		        (SELECT id,
		                name,
		                grade,
		                AVG(id) OVER () AS meanid
		         FROM highschooler)
		      WHERE (meanid <= id)))
		ORDER BY avg_grade_

	   avg_grade_
	0   10.833333
No solution for instance db2csv/network_1/0048_dev (4647)
Wrong output for fuzzied solution in instance db2csv/network_1/0037_dev (4648)
	EXPECTED OUTPUT ====

		SELECT student_id
		FROM Friend INTERSECT
		SELECT liked_id
		FROM Likes

	    student_id
	0         1023
	1         1025
	2         1026
	3         1302
	4         1303
	5         1306
	6         1659
	7         1660
	8         1661
	9         1662
	10        1780
	11        1781
	12        1782
	13        1783
	14        1784
	15        1911
	16        1912
	17        1913
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT liked_id AS student_id
		FROM likes
		ORDER BY student_id

	    student_id
	0         1023
	1         1024
	2         1025
	3         1026
	4         1027
