Starting log for run c52_16_full
No log for db2csv/flight_2/0056_dev (4421)
No log for db2csv/flight_2/0020_dev (4422)
No log for db2csv/flight_2/0025_dev (4423)
No log for db2csv/flight_2/0080_dev (4424)
No log for db2csv/flight_2/0070_dev (4425)
No log for db2csv/flight_2/0023_dev (4426)
No log for db2csv/flight_2/0050_dev (4427)
No log for db2csv/flight_2/0005_dev (4428)
No log for db2csv/flight_2/0032_dev (4429)
No log for db2csv/wta_1/0027_dev (4430)
No log for db2csv/wta_1/0060_dev (4431)
No log for db2csv/wta_1/0021_dev (4432)
No log for db2csv/wta_1/0058_dev (4433)
No log for db2csv/wta_1/0018_dev (4434)
No log for db2csv/wta_1/0033_dev (4435)
No log for db2csv/wta_1/0039_dev (4436)
No log for db2csv/wta_1/0029_dev (4437)
No log for db2csv/wta_1/0054_dev (4438)
No log for db2csv/wta_1/0048_dev (4439)
No log for db2csv/wta_1/0037_dev (4440)
No log for db2csv/wta_1/0012_dev (4441)
No log for db2csv/wta_1/0038_dev (4442)
No log for db2csv/wta_1/0036_dev (4443)
No log for db2csv/wta_1/0003_dev (4444)
No log for db2csv/wta_1/0053_dev (4445)
No log for db2csv/wta_1/0001_dev (4446)
No log for db2csv/wta_1/0034_dev (4447)
No log for db2csv/wta_1/0061_dev (4448)
No log for db2csv/wta_1/0043_dev (4449)
No log for db2csv/wta_1/0011_dev (4450)
No log for db2csv/wta_1/0042_dev (4451)
No log for db2csv/wta_1/0024_dev (4452)
No log for db2csv/wta_1/0017_dev (4453)
No log for db2csv/wta_1/0062_dev (4454)
No log for db2csv/wta_1/0049_dev (4455)
No log for db2csv/wta_1/0026_dev (4456)
No log for db2csv/wta_1/0045_dev (4457)
No log for db2csv/wta_1/0035_dev (4458)
No log for db2csv/wta_1/0016_dev (4459)
No log for db2csv/wta_1/0009_dev (4460)
No log for db2csv/wta_1/0002_dev (4461)
No log for db2csv/wta_1/0055_dev (4462)
No log for db2csv/wta_1/0046_dev (4463)
No log for db2csv/wta_1/0057_dev (4464)
No log for db2csv/wta_1/0008_dev (4465)
No log for db2csv/wta_1/0041_dev (4466)
No log for db2csv/wta_1/0019_dev (4467)
No log for db2csv/wta_1/0047_dev (4468)
No log for db2csv/wta_1/0006_dev (4469)
No log for db2csv/wta_1/0052_dev (4470)
No log for db2csv/wta_1/0040_dev (4471)
No log for db2csv/wta_1/0004_dev (4472)
No log for db2csv/wta_1/0030_dev (4473)
No log for db2csv/wta_1/0028_dev (4474)
No log for db2csv/wta_1/0059_dev (4475)
No log for db2csv/wta_1/0051_dev (4476)
No log for db2csv/wta_1/0022_dev (4477)
No log for db2csv/wta_1/0013_dev (4478)
No log for db2csv/wta_1/0014_dev (4479)
No log for db2csv/wta_1/0031_dev (4480)
No log for db2csv/wta_1/0007_dev (4481)
No log for db2csv/wta_1/0015_dev (4482)
No log for db2csv/wta_1/0010_dev (4483)
No log for db2csv/wta_1/0044_dev (4484)
No log for db2csv/wta_1/0056_dev (4485)
No log for db2csv/wta_1/0020_dev (4486)
No log for db2csv/wta_1/0025_dev (4487)
No log for db2csv/wta_1/0023_dev (4488)
No log for db2csv/wta_1/0050_dev (4489)
No log for db2csv/wta_1/0005_dev (4490)
No log for db2csv/wta_1/0032_dev (4491)
No log for db2csv/singer/0027_dev (4492)
No log for db2csv/singer/0021_dev (4493)
No log for db2csv/singer/0018_dev (4494)
No log for db2csv/singer/0029_dev (4495)
No log for db2csv/singer/0012_dev (4496)
No log for db2csv/singer/0003_dev (4497)
No log for db2csv/singer/0001_dev (4498)
No log for db2csv/singer/0011_dev (4499)
No log for db2csv/singer/0024_dev (4500)
No log for db2csv/singer/0017_dev (4501)
No log for db2csv/singer/0026_dev (4502)
No log for db2csv/singer/0016_dev (4503)
No log for db2csv/singer/0009_dev (4504)
No log for db2csv/singer/0002_dev (4505)
No log for db2csv/singer/0008_dev (4506)
No log for db2csv/singer/0019_dev (4507)
No log for db2csv/singer/0006_dev (4508)
No log for db2csv/singer/0004_dev (4509)
No log for db2csv/singer/0030_dev (4510)
No log for db2csv/singer/0028_dev (4511)
No log for db2csv/singer/0022_dev (4512)
No log for db2csv/singer/0013_dev (4513)
No log for db2csv/singer/0014_dev (4514)
No log for db2csv/singer/0007_dev (4515)
No log for db2csv/singer/0015_dev (4516)
No log for db2csv/singer/0010_dev (4517)
No log for db2csv/singer/0020_dev (4518)
No log for db2csv/singer/0025_dev (4519)
No log for db2csv/singer/0023_dev (4520)
No log for db2csv/singer/0005_dev (4521)
No log for db2csv/tvshow/0027_dev (4522)
No log for db2csv/tvshow/0060_dev (4523)
No log for db2csv/tvshow/0021_dev (4524)
No log for db2csv/tvshow/0058_dev (4525)
No log for db2csv/tvshow/0018_dev (4526)
No log for db2csv/tvshow/0033_dev (4527)
No log for db2csv/tvshow/0039_dev (4528)
No log for db2csv/tvshow/0029_dev (4529)
No log for db2csv/tvshow/0054_dev (4530)
No log for db2csv/tvshow/0048_dev (4531)
No log for db2csv/tvshow/0037_dev (4532)
No log for db2csv/tvshow/0012_dev (4533)
No log for db2csv/tvshow/0038_dev (4534)
No log for db2csv/tvshow/0036_dev (4535)
No log for db2csv/tvshow/0003_dev (4536)
No log for db2csv/tvshow/0053_dev (4537)
No log for db2csv/tvshow/0001_dev (4538)
No log for db2csv/tvshow/0034_dev (4539)
No log for db2csv/tvshow/0061_dev (4540)
No log for db2csv/tvshow/0043_dev (4541)
No log for db2csv/tvshow/0011_dev (4542)
No log for db2csv/tvshow/0042_dev (4543)
No log for db2csv/tvshow/0024_dev (4544)
No log for db2csv/tvshow/0017_dev (4545)
No log for db2csv/tvshow/0062_dev (4546)
No log for db2csv/tvshow/0049_dev (4547)
No log for db2csv/tvshow/0026_dev (4548)
No log for db2csv/tvshow/0045_dev (4549)
No log for db2csv/tvshow/0035_dev (4550)
No log for db2csv/tvshow/0016_dev (4551)
No log for db2csv/tvshow/0009_dev (4552)
No log for db2csv/tvshow/0002_dev (4553)
No log for db2csv/tvshow/0055_dev (4554)
No log for db2csv/tvshow/0046_dev (4555)
No log for db2csv/tvshow/0057_dev (4556)
No log for db2csv/tvshow/0008_dev (4557)
No log for db2csv/tvshow/0041_dev (4558)
No log for db2csv/tvshow/0019_dev (4559)
No log for db2csv/tvshow/0047_dev (4560)
No log for db2csv/tvshow/0006_dev (4561)
No log for db2csv/tvshow/0052_dev (4562)
No log for db2csv/tvshow/0040_dev (4563)
No log for db2csv/tvshow/0004_dev (4564)
No log for db2csv/tvshow/0030_dev (4565)
No log for db2csv/tvshow/0028_dev (4566)
No log for db2csv/tvshow/0059_dev (4567)
No log for db2csv/tvshow/0051_dev (4568)
No log for db2csv/tvshow/0022_dev (4569)
No log for db2csv/tvshow/0013_dev (4570)
No log for db2csv/tvshow/0014_dev (4571)
No log for db2csv/tvshow/0031_dev (4572)
No log for db2csv/tvshow/0007_dev (4573)
No log for db2csv/tvshow/0015_dev (4574)
No log for db2csv/tvshow/0010_dev (4575)
No log for db2csv/tvshow/0044_dev (4576)
No log for db2csv/tvshow/0056_dev (4577)
No log for db2csv/tvshow/0020_dev (4578)
No log for db2csv/tvshow/0025_dev (4579)
No log for db2csv/tvshow/0023_dev (4580)
No log for db2csv/tvshow/0050_dev (4581)
No log for db2csv/tvshow/0005_dev (4582)
No log for db2csv/tvshow/0032_dev (4583)
No log for db2csv/world_1/0120_dev (4584)
No log for db2csv/world_1/0027_dev (4585)
No log for db2csv/world_1/0060_dev (4586)
No log for db2csv/world_1/0084_dev (4587)
No log for db2csv/world_1/0063_dev (4588)
No log for db2csv/world_1/0021_dev (4589)
No log for db2csv/world_1/0103_dev (4590)
No log for db2csv/world_1/0058_dev (4591)
No log for db2csv/world_1/0107_dev (4592)
No log for db2csv/world_1/0018_dev (4593)
No log for db2csv/world_1/0033_dev (4594)
No log for db2csv/world_1/0039_dev (4595)
No log for db2csv/world_1/0088_dev (4596)
No log for db2csv/world_1/0081_dev (4597)
No log for db2csv/world_1/0096_dev (4598)
No log for db2csv/world_1/0029_dev (4599)
No log for db2csv/world_1/0083_dev (4600)
No log for db2csv/world_1/0054_dev (4601)
No log for db2csv/world_1/0048_dev (4602)
No log for db2csv/world_1/0101_dev (4603)
No log for db2csv/world_1/0099_dev (4604)
No log for db2csv/world_1/0037_dev (4605)
No log for db2csv/world_1/0012_dev (4606)
No log for db2csv/world_1/0038_dev (4607)
No log for db2csv/world_1/0036_dev (4608)
No log for db2csv/world_1/0003_dev (4609)
No log for db2csv/world_1/0053_dev (4610)
No log for db2csv/world_1/0104_dev (4611)
No log for db2csv/world_1/0078_dev (4612)
No log for db2csv/world_1/0001_dev (4613)
No log for db2csv/world_1/0105_dev (4614)
No log for db2csv/world_1/0034_dev (4615)
No log for db2csv/world_1/0073_dev (4616)
No log for db2csv/world_1/0119_dev (4617)
No log for db2csv/world_1/0087_dev (4618)
No log for db2csv/world_1/0061_dev (4619)
No log for db2csv/world_1/0064_dev (4620)
No log for db2csv/world_1/0043_dev (4621)
No log for db2csv/world_1/0110_dev (4622)
No log for db2csv/world_1/0011_dev (4623)
No log for db2csv/world_1/0042_dev (4624)
No log for db2csv/world_1/0117_dev (4625)
No log for db2csv/world_1/0094_dev (4626)
No log for db2csv/world_1/0116_dev (4627)
No log for db2csv/world_1/0024_dev (4628)
No log for db2csv/world_1/0017_dev (4629)
No log for db2csv/world_1/0093_dev (4630)
No log for db2csv/world_1/0062_dev (4631)
No log for db2csv/world_1/0077_dev (4632)
No log for db2csv/world_1/0066_dev (4633)
No log for db2csv/world_1/0114_dev (4634)
No log for db2csv/world_1/0049_dev (4635)
No log for db2csv/world_1/0102_dev (4636)
No log for db2csv/world_1/0026_dev (4637)
No log for db2csv/world_1/0045_dev (4638)
No log for db2csv/world_1/0098_dev (4639)
No log for db2csv/world_1/0035_dev (4640)
No log for db2csv/world_1/0016_dev (4641)
No log for db2csv/world_1/0095_dev (4642)
No log for db2csv/world_1/0009_dev (4643)
No log for db2csv/world_1/0002_dev (4644)
No log for db2csv/world_1/0118_dev (4645)
No log for db2csv/world_1/0092_dev (4646)
No log for db2csv/world_1/0065_dev (4647)
No log for db2csv/world_1/0106_dev (4648)
No log for db2csv/world_1/0055_dev (4649)
No log for db2csv/world_1/0046_dev (4650)
No log for db2csv/world_1/0057_dev (4651)
No log for db2csv/world_1/0074_dev (4652)
No log for db2csv/world_1/0008_dev (4653)
No log for db2csv/world_1/0041_dev (4654)
No log for db2csv/world_1/0019_dev (4655)
No log for db2csv/world_1/0047_dev (4656)
No log for db2csv/world_1/0006_dev (4657)
No log for db2csv/world_1/0052_dev (4658)
No log for db2csv/world_1/0075_dev (4659)
No log for db2csv/world_1/0040_dev (4660)
No log for db2csv/world_1/0071_dev (4661)
No log for db2csv/world_1/0069_dev (4662)
No log for db2csv/world_1/0004_dev (4663)
No log for db2csv/world_1/0113_dev (4664)
No log for db2csv/world_1/0068_dev (4665)
No log for db2csv/world_1/0076_dev (4666)
No log for db2csv/world_1/0030_dev (4667)
No log for db2csv/world_1/0085_dev (4668)
No log for db2csv/world_1/0028_dev (4669)
No log for db2csv/world_1/0089_dev (4670)
No log for db2csv/world_1/0059_dev (4671)
No log for db2csv/world_1/0051_dev (4672)
No log for db2csv/world_1/0022_dev (4673)
No log for db2csv/world_1/0097_dev (4674)
No log for db2csv/world_1/0079_dev (4675)
No log for db2csv/world_1/0013_dev (4676)
No log for db2csv/world_1/0014_dev (4677)
No log for db2csv/world_1/0100_dev (4678)
No log for db2csv/world_1/0091_dev (4679)
No log for db2csv/world_1/0031_dev (4680)
No log for db2csv/world_1/0072_dev (4681)
No log for db2csv/world_1/0007_dev (4682)
No log for db2csv/world_1/0015_dev (4683)
No log for db2csv/world_1/0010_dev (4684)
No log for db2csv/world_1/0044_dev (4685)
No log for db2csv/world_1/0067_dev (4686)
No log for db2csv/world_1/0086_dev (4687)
No log for db2csv/world_1/0082_dev (4688)
No log for db2csv/world_1/0056_dev (4689)
No log for db2csv/world_1/0020_dev (4690)
No log for db2csv/world_1/0025_dev (4691)
No log for db2csv/world_1/0112_dev (4692)
No log for db2csv/world_1/0109_dev (4693)
No log for db2csv/world_1/0080_dev (4694)
No log for db2csv/world_1/0115_dev (4695)
No log for db2csv/world_1/0090_dev (4696)
No log for db2csv/world_1/0070_dev (4697)
No log for db2csv/world_1/0111_dev (4698)
No log for db2csv/world_1/0023_dev (4699)
No log for db2csv/world_1/0050_dev (4700)
No log for db2csv/world_1/0005_dev (4701)
No log for db2csv/world_1/0032_dev (4702)
No log for db2csv/world_1/0108_dev (4703)
No log for db2csv/network_1/0027_dev (4704)
No log for db2csv/network_1/0021_dev (4705)
No log for db2csv/network_1/0018_dev (4706)
No log for db2csv/network_1/0033_dev (4707)
No log for db2csv/network_1/0039_dev (4708)
No log for db2csv/network_1/0029_dev (4709)
No log for db2csv/network_1/0054_dev (4710)
No log for db2csv/network_1/0048_dev (4711)
No log for db2csv/network_1/0037_dev (4712)
No log for db2csv/network_1/0012_dev (4713)
No log for db2csv/network_1/0038_dev (4714)
No log for db2csv/network_1/0036_dev (4715)
No log for db2csv/network_1/0003_dev (4716)
No log for db2csv/network_1/0053_dev (4717)
No log for db2csv/network_1/0001_dev (4718)
No log for db2csv/network_1/0034_dev (4719)
No log for db2csv/network_1/0043_dev (4720)
No log for db2csv/network_1/0011_dev (4721)
No log for db2csv/network_1/0042_dev (4722)
No log for db2csv/network_1/0024_dev (4723)
No log for db2csv/network_1/0017_dev (4724)
No log for db2csv/network_1/0049_dev (4725)
No log for db2csv/network_1/0026_dev (4726)
No log for db2csv/network_1/0045_dev (4727)
No log for db2csv/network_1/0035_dev (4728)
No log for db2csv/network_1/0016_dev (4729)
No log for db2csv/network_1/0009_dev (4730)
No log for db2csv/network_1/0002_dev (4731)
No log for db2csv/network_1/0055_dev (4732)
No log for db2csv/network_1/0046_dev (4733)
No log for db2csv/network_1/0008_dev (4734)
No log for db2csv/network_1/0041_dev (4735)
No log for db2csv/network_1/0019_dev (4736)
No log for db2csv/network_1/0047_dev (4737)
No log for db2csv/network_1/0006_dev (4738)
No log for db2csv/network_1/0052_dev (4739)
No log for db2csv/network_1/0040_dev (4740)
No log for db2csv/network_1/0004_dev (4741)
No log for db2csv/network_1/0030_dev (4742)
No log for db2csv/network_1/0028_dev (4743)
No log for db2csv/network_1/0051_dev (4744)
No log for db2csv/network_1/0022_dev (4745)
No log for db2csv/network_1/0013_dev (4746)
No log for db2csv/network_1/0014_dev (4747)
No log for db2csv/network_1/0031_dev (4748)
No log for db2csv/network_1/0007_dev (4749)
No log for db2csv/network_1/0015_dev (4750)
No log for db2csv/network_1/0010_dev (4751)
No log for db2csv/network_1/0044_dev (4752)
No log for db2csv/network_1/0056_dev (4753)
No log for db2csv/network_1/0020_dev (4754)
No log for db2csv/network_1/0025_dev (4755)
No log for db2csv/network_1/0023_dev (4756)
No log for db2csv/network_1/0050_dev (4757)
No log for db2csv/network_1/0005_dev (4758)
No log for db2csv/network_1/0032_dev (4759)
No log for db2csv/battle_death/0012_dev (4760)
No log for db2csv/battle_death/0003_dev (4761)
No log for db2csv/battle_death/0001_dev (4762)
No log for db2csv/battle_death/0011_dev (4763)
No log for db2csv/battle_death/0016_dev (4764)
No log for db2csv/battle_death/0009_dev (4765)
No log for db2csv/battle_death/0002_dev (4766)
No log for db2csv/battle_death/0008_dev (4767)
No log for db2csv/battle_death/0006_dev (4768)
No log for db2csv/battle_death/0004_dev (4769)
No log for db2csv/battle_death/0013_dev (4770)
No log for db2csv/battle_death/0014_dev (4771)
No log for db2csv/battle_death/0007_dev (4772)
No log for db2csv/battle_death/0015_dev (4773)
No log for db2csv/battle_death/0010_dev (4774)
No log for db2csv/battle_death/0005_dev (4775)
No log for db2csv/course_teach/0027_dev (4776)
No log for db2csv/course_teach/0021_dev (4777)
No log for db2csv/course_teach/0018_dev (4778)
No log for db2csv/course_teach/0029_dev (4779)
No log for db2csv/course_teach/0012_dev (4780)
No log for db2csv/course_teach/0003_dev (4781)
No log for db2csv/course_teach/0001_dev (4782)
No log for db2csv/course_teach/0011_dev (4783)
No log for db2csv/course_teach/0024_dev (4784)
No log for db2csv/course_teach/0017_dev (4785)
No log for db2csv/course_teach/0026_dev (4786)
No log for db2csv/course_teach/0016_dev (4787)
No log for db2csv/course_teach/0009_dev (4788)
No log for db2csv/course_teach/0002_dev (4789)
No log for db2csv/course_teach/0008_dev (4790)
No log for db2csv/course_teach/0019_dev (4791)
No log for db2csv/course_teach/0006_dev (4792)
No log for db2csv/course_teach/0004_dev (4793)
No log for db2csv/course_teach/0030_dev (4794)
No log for db2csv/course_teach/0028_dev (4795)
No log for db2csv/course_teach/0022_dev (4796)
No log for db2csv/course_teach/0013_dev (4797)
No log for db2csv/course_teach/0014_dev (4798)
No log for db2csv/course_teach/0007_dev (4799)
No log for db2csv/course_teach/0015_dev (4800)
No log for db2csv/course_teach/0010_dev (4801)
No log for db2csv/course_teach/0020_dev (4802)
No log for db2csv/course_teach/0025_dev (4803)
No log for db2csv/course_teach/0023_dev (4804)
No log for db2csv/course_teach/0005_dev (4805)
No log for db2csv/cre_Doc_Template_Mgt/0027_dev (4806)
No log for db2csv/cre_Doc_Template_Mgt/0060_dev (4807)
No log for db2csv/cre_Doc_Template_Mgt/0084_dev (4808)
No log for db2csv/cre_Doc_Template_Mgt/0063_dev (4809)
No log for db2csv/cre_Doc_Template_Mgt/0021_dev (4810)
No log for db2csv/cre_Doc_Template_Mgt/0058_dev (4811)
No log for db2csv/cre_Doc_Template_Mgt/0018_dev (4812)
No log for db2csv/cre_Doc_Template_Mgt/0033_dev (4813)
No log for db2csv/cre_Doc_Template_Mgt/0039_dev (4814)
No log for db2csv/cre_Doc_Template_Mgt/0081_dev (4815)
No log for db2csv/cre_Doc_Template_Mgt/0029_dev (4816)
No log for db2csv/cre_Doc_Template_Mgt/0083_dev (4817)
No log for db2csv/cre_Doc_Template_Mgt/0054_dev (4818)
No log for db2csv/cre_Doc_Template_Mgt/0048_dev (4819)
No log for db2csv/cre_Doc_Template_Mgt/0037_dev (4820)
