Starting log for run smbop
		JOIN Student_Enrolment AS T4 ON T3.student_id = T4.student_id

	   last_name
	0  Gleichner
	1    Weimann
	ACTUAL OUTPUT ====

		SELECT students.last_name FROM students JOIN addresses ON students.permanent_address_id = addresses.address_id WHERE addresses.state_province_county = 'North Carolina' EXCEPT SELECT students.last_name FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id JOIN addresses ON students.permanent_address_id = addresses.address_id WHERE addresses.state_province_county = 'North Carolina'

	Empty DataFrame
	Columns: [last_name]
	Index: []
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0007_dev (4644)
	EXPECTED OUTPUT ====

	   zip_postcode
	0           148
	ACTUAL OUTPUT ====

		SELECT zip_postcode
		FROM Addresses
		WHERE city = 'Port Chelsea'

	  zip_postcode
	0          148
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0007_dev (4644)
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0056_dev (4645)
	EXPECTED OUTPUT ====

		SELECT T1.address_id,
		       T1.line_1,
		       T1.line_2
		FROM Addresses AS T1
		JOIN Students AS T2 ON T1.address_id = T2.current_address_id
		GROUP BY T1.address_id
		ORDER BY count(*) DESC
		LIMIT 1

	   address_id                           line_1     line_2
	0           5  186 Evan Motorway Apt. 409s(oUH  Suite 865
	ACTUAL OUTPUT ====

		SELECT addresses.address_id , addresses.line_1 , addresses.line_2 FROM addresses JOIN students ON addresses.address_id = students.permanent_address_id GROUP BY addresses.address_id ORDER BY COUNT( * ) DESC LIMIT 1

	   address_id           line_1     line_2
	0          10  7081 Eda Center  Suite 830
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0015_dev (4646)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM Departments AS T1
		JOIN Degree_Programs AS T2 ON T1.department_id = T2.department_id
		WHERE T1.department_name = 'engineer'

	   count(*)
	0         5
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM degree_programs JOIN departments ON degree_programs.department_id = departments.department_id WHERE departments.department_name = 'engineering'

	   count( * )
	0           0
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0045_dev (4647)
	EXPECTED OUTPUT ====

	      transcript_date  transcript_id
	0 1975-05-06 12:04:47              8
	1 1998-11-22 12:18:29             15
	2 2010-12-13 10:55:15              6
	3 2013-06-30 13:01:40              5
	ACTUAL OUTPUT ====

		SELECT T2.transcript_date,
		       T1.transcript_id
		FROM Transcript_Contents AS T1
		JOIN Transcripts AS T2 ON T1.transcript_id = T2.transcript_id
		GROUP BY T1.transcript_id
		HAVING count(*) >= 2

	       transcript_date  transcript_id
	0  1975-05-06 12:04:47              8
	1  1998-11-22 12:18:29             15
	2  2010-12-13 10:55:15              6
	3  2013-06-30 13:01:40              5
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0045_dev (4647)
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0060_dev (4650)
	EXPECTED OUTPUT ====

	      transcript_date  other_details
	0 1975-05-06 12:04:47            NaN
	ACTUAL OUTPUT ====

		SELECT transcript_date,
		       other_details
		FROM Transcripts
		ORDER BY transcript_date ASC
		LIMIT 1

	       transcript_date other_details
	0  1975-05-06 12:04:47          None
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0060_dev (4650)
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0065_dev (4651)
	EXPECTED OUTPUT ====

		SELECT count(*),
		       student_course_id
		FROM Transcript_Contents
		GROUP BY student_course_id
		ORDER BY count(*) DESC
		LIMIT 1

	   count(*)  student_course_id
	0         4                  0
	ACTUAL OUTPUT ====

		SELECT student_enrolment_courses.course_id , COUNT( * ) FROM student_enrolment_courses GROUP BY student_enrolment_courses.course_id ORDER BY COUNT( * ) DESC LIMIT 1

	   course_id  count( * )
	0         14           2
Error while checking base solution in instance db2csv/student_transcripts_tracking/0065_dev (4651)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0068_dev (4654)
	EXPECTED OUTPUT ====

	      transcript_date  transcript_id
	0 1975-10-28 15:16:51              2
	ACTUAL OUTPUT ====

		SELECT T2.transcript_date,
		       T1.transcript_id
		FROM Transcript_Contents AS T1
		JOIN Transcripts AS T2 ON T1.transcript_id = T2.transcript_id
		GROUP BY T1.transcript_id
		ORDER BY count(*) ASC
		LIMIT 1

	       transcript_date  transcript_id
	0  1975-10-28 15:16:51              2
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0068_dev (4654)
Timeout while getting results...


Wrong output for base solution in instance db2csv/student_transcripts_tracking/0072_dev (4656)
	EXPECTED OUTPUT ====

		SELECT count(DISTINCT current_address_id)
		FROM Students

	   count(distinct current_address_id)
	0                                   9
	ACTUAL OUTPUT ====

		SELECT DISTINCT addresses.address_id FROM addresses JOIN students ON addresses.address_id = students.current_address_id

	   address_id
	0           1
	1           2
	2           6
	3           7
	4           9
	5          10
	6          12
	7          14
	8          15
Error while checking base solution in instance db2csv/student_transcripts_tracking/0072_dev (4656)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0039_dev (4657)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T1.course_name
		FROM Courses AS T1
		JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id

	  course_name
	0          ai
	1          db
	2          en
	3          la
	4        math
	5          ml
	6         nlp
	7          os
	8          pl
	9          rs
	ACTUAL OUTPUT ====

		SELECT courses.course_name FROM courses JOIN student_enrolment_courses ON courses.course_id = student_enrolment_courses.course_id

	   course_name
	0           ai
	1           db
	2           en
	3           la
	4           la
	5         math
	6         math
	7           ml
	8           ml
	9          nlp
	10          os
	11          pl
	12          pl
	13          rs
	14          rs
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0052_dev (4658)
	EXPECTED OUTPUT ====

		SELECT first_name,
		       middle_name,
		       last_name
		FROM Students
		ORDER BY date_left ASC
		LIMIT 1

	  first_name   middle_name last_name
	0  jZqGfJett  7UxDfAlberta      Ward
	ACTUAL OUTPUT ====

		SELECT students.first_name , students.middle_name , students.last_name FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id ORDER BY students.date_first_registered ASC LIMIT 1

	  first_name  middle_name        last_name
	0      Helga  PJpCleveVeK  uX(AnkundingH4c
Error while checking base solution in instance db2csv/student_transcripts_tracking/0009_dev (4661)

Length mismatch: Expected axis has 3 elements, new values have 2 elements
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0051_dev (4664)
	EXPECTED OUTPUT ====

		SELECT first_name,
		       middle_name,
		       last_name
		FROM Students
		ORDER BY date_left ASC
		LIMIT 1

	  first_name   middle_name last_name
	0  jZqGfJett  7UxDfAlberta      Ward
	ACTUAL OUTPUT ====

		SELECT students.first_name , students.middle_name , students.last_name FROM students ORDER BY students.date_first_registered ASC LIMIT 1

	  first_name  middle_name        last_name
	0      Helga  PJpCleveVeK  uX(AnkundingH4c
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0042_dev (4665)
	EXPECTED OUTPUT ====

	  course_name
	0          la
	ACTUAL OUTPUT ====

		SELECT T1.course_name
		FROM Courses AS T1
		JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id
		GROUP BY T1.course_name
		ORDER BY count(*) DESC
		LIMIT 1

	  course_name
	0          rs
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0042_dev (4665)
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0057_dev (4666)
	EXPECTED OUTPUT ====

		SELECT avg(transcript_date)
		FROM Transcripts

	   avg(transcript_date)
	0           1989.933333
	ACTUAL OUTPUT ====

		SELECT DISTINCT transcripts.other_details FROM transcripts

	  other_details
	0          None
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0034_dev (4667)
	EXPECTED OUTPUT ====

		SELECT T1.degree_program_id,
		       T1.degree_summary_name
		FROM Degree_Programs AS T1
		JOIN Student_Enrolment AS T2 ON T1.degree_program_id = T2.degree_program_id
		GROUP BY T1.degree_program_id
		ORDER BY count(*) DESC
		LIMIT 1

	   degree_program_id degree_summary_name
	0                  9            Bachelor
	ACTUAL OUTPUT ====

		SELECT degree_programs.degree_program_id , degree_programs.degree_summary_description FROM degree_programs JOIN student_enrolment ON degree_programs.degree_program_id = student_enrolment.degree_program_id GROUP BY degree_programs.degree_program_id ORDER BY COUNT( * ) DESC LIMIT 1

	   degree_program_id degree_summary_description
	0                  9                   voluptas
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0070_dev (4668)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T2.semester_id
		FROM Degree_Programs AS T1
		JOIN Student_Enrolment AS T2 ON T1.degree_program_id = T2.degree_program_id
		WHERE degree_summary_name = 'Master' INTERSECT
		  SELECT DISTINCT T2.semester_id
		  FROM Degree_Programs AS T1
		  JOIN Student_Enrolment AS T2 ON T1.degree_program_id = T2.degree_program_id WHERE degree_summary_name = 'Bachelor'

	   semester_id
	0           13
	ACTUAL OUTPUT ====

		SELECT semesters.semester_name FROM semesters JOIN student_enrolment ON semesters.semester_id = student_enrolment.semester_id JOIN degree_programs ON student_enrolment.degree_program_id = degree_programs.degree_program_id WHERE degree_programs.other_details = 'Masters' INTERSECT SELECT semesters.semester_name FROM semesters JOIN student_enrolment ON semesters.semester_id = student_enrolment.semester_id JOIN degree_programs ON student_enrolment.degree_program_id = degree_programs.degree_program_id WHERE degree_programs.other_details = 'Bachelors'

	Empty DataFrame
	Columns: [semester_name]
	Index: []
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0049_dev (4670)
	EXPECTED OUTPUT ====

		SELECT first_name,
		       middle_name,
		       last_name
		FROM Students
		ORDER BY date_first_registered ASC
		LIMIT 1

	  first_name middle_name      last_name
	0     Hobart       Cleve  t0IOsinskiTg0
	ACTUAL OUTPUT ====

		SELECT students.first_name , students.middle_name , students.last_name FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id ORDER BY students.date_first_registered ASC LIMIT 1

	      first_name middle_name last_name
	0  )vyacVfbVTgBO    Brooklyn  Gleichne
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0014_dev (4671)
	EXPECTED OUTPUT ====

		SELECT count(DISTINCT degree_summary_name)
		FROM Degree_Programs

	   count(distinct degree_summary_name)
	0                                    3
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM degree_programs

	   count( * )
	0          15
Error while checking base solution in instance db2csv/student_transcripts_tracking/0014_dev (4671)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0048_dev (4672)
	EXPECTED OUTPUT ====

		select cell_mobile_number
		from students
		where first_name = 'timmothy'
		  and last_name = 'ward'

	Empty DataFrame
	Columns: [cell_mobile_number]
	Index: []
	ACTUAL OUTPUT ====

		SELECT students.cell_mobile_number FROM students WHERE students.first_name = 'Timmothy' AND students.last_name = 'Ward'

	  cell_mobile_number
	0  (096)889-8954x524
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0059_dev (4675)
	EXPECTED OUTPUT ====

	      transcript_date  other_details
	0 1975-05-06 12:04:47            NaN
	ACTUAL OUTPUT ====

		SELECT transcript_date,
		       other_details
		FROM Transcripts
		ORDER BY transcript_date ASC
		LIMIT 1

	       transcript_date other_details
	0  1975-05-06 12:04:47          None
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0059_dev (4675)
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0046_dev (4678)
	EXPECTED OUTPUT ====

	      transcript_date  transcript_id
	0 1975-05-06 12:04:47              8
	1 1998-11-22 12:18:29             15
	2 2010-12-13 10:55:15              6
	3 2013-06-30 13:01:40              5
	ACTUAL OUTPUT ====

		SELECT T2.transcript_date,
		       T1.transcript_id
		FROM Transcript_Contents AS T1
		JOIN Transcripts AS T2 ON T1.transcript_id = T2.transcript_id
		GROUP BY T1.transcript_id
		HAVING count(*) >= 2

	       transcript_date  transcript_id
	0  1975-05-06 12:04:47              8
	1  1998-11-22 12:18:29             15
	2  2010-12-13 10:55:15              6
	3  2013-06-30 13:01:40              5
Wrong output for ground truth in instance db2csv/student_transcripts_tracking/0046_dev (4678)
Error while checking base solution in instance db2csv/student_transcripts_tracking/0024_dev (4680)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for fuzzied solution in instance db2csv/student_transcripts_tracking/0062_dev (4681)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM Transcripts

	   count(*)
	0         7
	ACTUAL OUTPUT ====

		SELECT COUNT( DISTINCT courses.course_name ) FROM courses

	   count( distinct courses.course_name )
	0                                      6
Wrong output for base solution in instance db2csv/student_transcripts_tracking/0073_dev (4682)
	EXPECTED OUTPUT ====

		SELECT other_student_details
		FROM Students
		ORDER BY other_student_details DESC

	   other_student_details
	0              assumenda
	1                  atque
	2                  autem
	3                dolorum
	4                     et
	5                facilis
	6                laborum
	7               nesciunt
	8                    non
	9                  omnis
	10                 omnis
	11                   qui
	12                  quia
	13                 rerum
	14            voluptatem
	ACTUAL OUTPUT ====

		SELECT student_enrolment.other_details FROM students JOIN student_enrolment ON students.student_id = student_enrolment.student_id ORDER BY student_enrolment.other_details ASC

	   other_details
	0           None
	1           None
	2           None
	3           None
	4           None
	5           None
	6           None
	7           None
	8           None
	9           None
	10          None
	11          None
	12          None
	13          None
	14          None
Wrong output for base solution in instance db2csv/tvshow/0025_dev (4683)
	EXPECTED OUTPUT ====

		SELECT T1.series_name
